,propietario_casa,#carros,niños_en_casa,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_cod,ocup_cod,genero_cod,civil_cod
1597,0,1,0,0,33792,0,49.39,26,2,3,1,2
1598,0,2,0,0,78851,1,54.68,37,1,2,1,2
1599,0,0,0,1,27079,0,45.22,40,1,3,2,1
1600,0,0,0,0,56203,1,50.38,44,2,1,1,2
1601,1,1,0,0,84269,1,54.81,42,3,2,1,2
1602,0,2,0,0,87232,0,52.1,31,1,2,2,2
1603,0,1,0,0,35145,0,47.93,26,5,3,2,2
1604,1,2,2,2,107853,1,51.69,56,2,4,2,1
1605,0,0,0,0,60757,0,50.31,39,3,1,1,2
1606,1,1,0,0,57156,1,54.23,49,5,1,1,2
1607,0,0,0,0,53618,0,52.36,24,5,1,1,2
1608,0,0,0,0,62081,0,52.55,31,3,1,1,2
1609,1,1,1,2,86136,1,54.76,59,1,2,1,1
1610,1,1,1,2,86023,0,51.4,34,4,2,1,1
1611,0,0,0,0,29627,0,46.53,41,2,3,1,2
1612,0,2,0,0,78802,1,51.15,27,1,2,1,2
1613,1,1,0,2,36093,1,48.0,51,2,3,1,1
1614,1,0,1,2,27469,0,47.45,42,3,3,1,1
1615,0,1,0,0,35876,0,48.38,45,1,3,2,2
1616,0,0,0,0,30457,0,45.86,27,1,3,2,1
1617,0,1,0,0,53353,0,48.65,42,2,1,2,2
1618,1,2,1,2,86203,1,54.2,43,2,2,2,1
1619,0,1,0,1,55746,1,48.34,32,4,1,2,1
1620,1,1,0,1,31072,0,46.33,59,3,3,2,2
1621,0,1,0,0,54764,0,50.69,23,5,1,2,2
1622,1,2,0,0,136942,1,56.29,35,4,5,1,2
1623,1,2,2,2,59020,1,49.98,41,1,1,1,1
1624,0,1,0,0,111805,0,53.15,26,2,4,1,2
1625,1,2,0,1,82726,0,50.81,47,3,2,2,1
1626,1,1,0,1,61245,0,54.26,46,5,1,1,1
1627,1,1,1,2,36099,1,49.33,47,3,3,2,1
1628,1,1,1,1,60125,1,52.2,42,2,1,2,1
1629,1,3,0,0,130137,1,53.19,35,1,5,1,2
1630,0,2,2,2,62219,1,48.49,33,4,1,1,1
1631,1,1,0,2,27795,0,45.02,60,1,3,1,1
1632,0,1,0,0,27173,0,45.37,30,4,3,1,1
1633,1,2,0,3,53858,0,48.75,57,2,1,1,1
1634,0,2,0,0,84830,1,60.37,39,1,2,1,2
1635,1,0,1,2,32914,0,53.0,46,5,3,1,1
1636,0,1,0,0,32122,0,47.16,29,2,3,1,2
1637,1,2,0,2,58977,0,47.94,47,2,1,2,1
1638,0,0,0,0,53672,0,48.98,36,4,1,1,2
1639,0,3,0,0,82215,1,52.13,40,2,2,2,2
1640,0,0,0,0,55470,1,52.3,29,2,1,2,2
1641,1,1,1,2,54755,1,49.6,69,4,1,2,1
1642,0,0,0,0,54469,1,52.27,26,5,1,2,2
1643,0,0,0,0,55856,1,48.02,27,3,1,2,1
1644,0,0,0,0,27913,0,48.71,25,2,3,1,2
1645,1,1,0,0,59369,0,48.65,47,3,1,2,2
1646,1,2,1,2,131506,1,54.42,34,4,5,1,1
1647,0,0,0,0,53733,1,52.14,40,1,1,1,2
1648,0,1,0,0,54214,0,51.42,26,2,1,2,2
1649,1,1,1,2,59071,1,56.77,43,2,1,1,1
1650,1,1,1,1,51000,0,48.66,57,1,1,2,2
1651,0,1,0,0,55733,0,48.4,30,2,1,2,2
1652,0,1,0,0,56498,0,50.61,27,3,1,2,2
1653,1,1,1,2,58622,1,48.44,52,2,1,1,1
1654,1,2,1,2,79298,1,50.14,31,1,2,1,1
1655,1,1,1,2,34502,1,46.96,68,4,3,1,1
1656,0,1,0,1,33858,0,46.31,32,5,3,1,1
1657,1,1,1,2,54782,1,51.66,53,2,1,2,1
1658,1,1,0,1,128902,0,51.8,36,1,5,1,1
1659,1,2,0,2,54555,0,47.88,63,1,1,1,1
1660,0,1,0,0,85484,0,54.1,23,2,2,2,2
1661,1,2,1,2,55550,1,51.19,47,3,1,2,1
1662,1,3,0,2,83713,1,50.7,51,3,2,2,1
1663,1,1,0,2,87076,0,50.85,32,4,2,1,1
1664,1,2,0,0,137293,1,55.11,37,1,5,1,2
1665,1,1,1,2,104092,1,53.93,41,2,4,1,1
1666,1,2,1,1,85766,1,54.06,34,4,2,1,1
1667,1,0,1,1,53782,1,57.85,47,3,1,1,1
1668,1,1,1,2,27118,0,49.75,69,1,3,2,1
1669,1,1,2,2,78196,0,51.71,53,2,2,1,1
1670,1,2,1,1,104668,1,54.81,43,2,4,2,1
1671,1,0,1,1,78681,1,51.94,59,1,2,2,2
1672,1,2,0,1,112251,0,51.29,67,4,4,1,2
1673,0,2,0,0,106663,1,50.89,29,1,4,2,2
1674,1,1,1,2,50881,1,50.03,44,2,1,2,1
1675,1,0,1,2,87250,1,52.64,39,2,2,2,1
1676,1,1,1,2,26524,0,49.5,43,4,3,2,1
1677,1,0,0,0,129901,1,62.18,37,4,5,1,2
1678,0,1,0,1,54615,0,48.55,34,4,1,1,1
1679,1,1,2,2,110434,1,52.8,42,4,4,1,1
1680,1,2,0,0,83182,1,60.16,42,4,2,1,2
1681,1,1,1,2,32781,1,54.81,55,2,3,1,1
1682,1,0,0,3,87617,0,50.36,77,3,2,1,1
1683,0,1,0,0,33522,0,48.73,23,5,3,2,2
1684,0,1,0,0,109528,0,51.2,33,2,4,1,2
1685,1,4,0,1,131103,0,57.72,37,1,5,1,1
1686,1,0,1,2,107495,1,62.86,46,1,4,1,1
1687,1,2,1,2,77685,1,49.66,50,2,2,2,1
1688,1,2,1,1,78197,1,53.78,35,2,2,1,1
1689,1,1,0,0,102817,0,55.32,49,2,4,1,2
1690,1,0,2,2,77271,1,52.52,44,2,2,1,1
1691,0,1,0,0,77741,1,50.43,27,2,2,1,1
1692,0,1,0,0,60273,0,49.14,26,2,1,1,2
1693,0,2,0,0,86024,1,52.81,24,2,2,2,2
1694,1,1,1,2,52116,1,52.01,46,3,1,1,1
1695,1,2,0,2,85024,0,50.16,65,4,2,2,1
1696,1,1,1,2,51225,1,56.55,52,3,1,1,1
1697,1,0,1,2,29658,0,56.81,44,3,3,1,1
1698,0,1,0,0,36448,0,48.58,26,2,3,1,2
1699,1,1,0,1,30935,0,46.68,46,1,3,1,1
1700,1,1,1,1,26752,0,55.96,46,2,3,1,1
1701,0,1,0,1,28359,0,52.94,38,1,3,1,1
1702,0,1,0,2,56018,1,48.37,32,5,1,1,1
1703,1,1,1,1,81155,1,51.84,37,1,2,2,1
1704,1,3,1,2,83725,1,53.72,53,2,2,2,1
1705,1,1,1,1,77273,0,50.21,57,2,2,2,2
1706,1,1,1,1,87126,1,60.28,40,1,2,1,1
1707,0,0,0,0,31119,0,46.25,28,5,3,2,2
1708,1,1,0,1,81968,0,53.5,77,1,2,1,2
1709,1,2,0,2,52824,1,47.85,41,1,1,2,1
1710,1,1,0,0,59033,0,49.04,47,3,1,2,2
1711,1,0,0,0,86779,1,56.41,46,2,2,1,2
1712,1,1,0,2,27933,0,45.04,41,2,3,2,1
1713,1,0,1,1,131483,1,54.66,41,4,5,2,1
1714,1,2,0,0,106932,1,52.6,37,4,4,1,2
1715,1,0,0,2,29527,0,54.87,51,3,3,1,1
1716,0,2,0,0,104198,1,54.3,26,2,4,2,2
1717,1,0,1,1,31098,1,48.76,62,1,3,2,2
1718,0,1,0,0,86397,0,54.75,25,2,2,2,2
1719,1,2,0,2,85270,1,50.48,50,2,2,2,1
1720,0,1,0,0,52909,0,52.36,38,4,1,2,2
1721,0,2,0,0,102283,0,50.53,33,1,4,2,2
1722,1,2,1,2,78553,1,54.21,43,2,2,2,1
1723,1,2,0,2,55093,0,48.0,48,2,1,2,1
1724,0,2,0,0,85583,1,51.01,28,2,2,1,2
1725,0,0,0,0,35424,0,49.25,37,1,3,2,2
1726,1,0,1,2,81271,1,51.86,60,1,2,2,1
1727,0,2,0,0,82898,1,51.79,32,3,2,1,2
1728,1,1,0,3,56801,0,48.81,61,1,1,1,1
1729,1,1,0,0,33862,0,52.84,54,3,3,1,2
1730,0,0,0,0,58587,0,50.4,39,1,1,1,2
1731,1,1,0,2,86476,0,50.1,38,4,2,2,1
1732,1,1,1,2,51028,0,48.53,40,3,1,2,1
1733,1,1,0,2,82504,0,49.44,40,1,2,2,1
1734,1,2,0,0,108867,1,51.21,34,1,4,1,1
1735,1,0,1,1,51825,1,51.72,40,1,1,1,1
1736,1,2,0,0,78242,1,56.96,53,2,2,1,2
1737,0,1,0,0,29976,0,45.83,30,3,3,2,1
1738,1,0,1,2,54523,1,50.65,65,1,1,2,1
1739,1,0,0,2,27678,0,44.82,49,5,3,2,1
1740,1,2,0,1,109850,0,51.42,45,2,4,2,1
1741,1,2,0,0,106262,1,59.59,48,4,4,1,1
1742,0,1,0,0,58315,0,50.7,43,2,1,2,2
1743,1,1,0,1,61043,1,50.91,57,2,1,1,2
1744,1,3,1,1,77162,1,53.55,50,2,2,2,1
1745,1,3,0,2,112615,0,52.03,38,1,4,1,1
1746,0,1,0,0,79206,0,50.38,25,2,2,1,1
1747,1,1,1,2,61082,1,51.57,47,3,1,2,1
1748,1,1,0,2,111990,0,55.61,50,4,4,1,1
1749,1,1,0,0,51606,0,50.21,55,2,1,2,2
1750,1,1,2,2,28878,0,47.44,53,5,3,2,1
1751,1,1,1,2,59001,1,59.36,46,1,1,1,1
1752,1,2,0,0,104412,1,59.29,45,1,4,1,2
1753,0,0,0,0,34220,1,50.64,32,1,3,1,2
1754,0,1,0,0,51828,0,50.63,32,4,1,2,2
1755,1,2,0,2,107566,1,55.31,43,2,4,1,1
1756,1,2,1,1,112767,1,57.14,48,2,4,1,1
1757,1,2,1,1,52433,1,51.86,41,2,1,1,1
1758,1,1,2,2,59053,1,49.68,57,1,1,1,1
1759,0,1,0,0,51596,1,51.4,27,2,1,1,2
1760,0,1,0,0,36480,1,49.96,33,3,3,1,2
1761,0,2,0,0,54279,1,48.67,25,2,1,1,1
1762,1,3,0,0,109999,0,51.86,39,1,4,2,1
1763,0,1,0,0,106100,0,52.19,29,2,4,2,2
1764,1,2,2,2,102744,1,51.61,50,2,4,2,1
1765,0,2,0,0,76938,0,49.95,27,3,2,1,1
1766,0,1,0,0,29814,0,48.03,27,3,3,2,2
1767,1,0,0,2,134695,0,52.16,70,4,5,1,1
1768,0,1,0,0,37244,0,45.9,26,1,3,1,1
1769,1,1,1,1,53968,1,52.65,36,1,1,2,1
1770,1,2,2,2,107250,1,52.14,60,2,4,1,1
1771,1,2,0,0,52217,1,48.07,48,5,1,2,2
1772,1,1,2,2,26568,0,54.21,54,2,3,1,1
1773,0,3,0,0,77165,1,49.68,30,2,2,1,1
1774,0,1,0,0,51719,0,51.29,41,1,1,2,2
1775,1,1,0,1,104516,0,50.87,32,4,4,1,1
1776,1,1,0,1,29090,0,55.5,49,2,3,1,1
1777,1,2,0,0,86677,0,52.67,45,1,2,2,2
1778,1,3,1,1,112583,1,55.19,50,2,4,2,1
1779,1,1,0,0,58616,0,51.56,49,5,1,2,2
1780,0,2,0,0,79555,1,49.9,31,2,2,1,1
1781,1,1,1,2,56941,1,50.23,40,1,1,2,1
1782,1,0,0,2,29083,0,48.33,43,1,3,1,1
1783,0,1,0,0,56965,1,49.81,23,3,1,1,2
1784,0,0,0,0,37034,1,52.03,44,2,3,1,2
1785,0,0,0,0,54896,0,49.94,40,1,1,2,2
1786,0,3,0,0,86138,1,50.66,26,2,2,2,1
1787,0,0,0,0,52233,1,52.72,38,3,1,2,2
1788,1,0,0,1,30525,0,50.28,90,5,3,1,2
1789,1,2,0,2,80859,0,50.74,44,1,2,2,1
1790,0,0,1,1,29535,0,47.41,31,4,3,1,1
1791,0,2,0,0,86296,0,51.94,33,2,2,2,2
1792,1,3,0,0,77977,1,61.01,56,1,2,1,2
1793,0,1,0,0,105535,1,53.55,26,2,4,1,2
1794,0,0,0,1,51961,1,48.08,35,1,1,2,1
1795,1,0,0,0,103512,1,54.09,41,1,4,2,2
1796,1,2,0,0,111850,1,53.62,54,1,4,1,2
1797,0,2,0,0,85116,0,50.34,40,1,2,2,2
1798,0,0,0,0,59216,0,60.29,40,5,1,1,2
1799,0,2,0,0,54927,0,50.33,31,1,1,2,2
1800,0,1,0,0,56072,0,51.42,36,3,1,2,2
1801,1,2,0,0,52614,1,56.13,46,3,1,1,2
1802,1,3,1,1,134836,1,60.89,40,1,5,1,1
1803,0,1,0,0,29470,0,53.39,48,5,3,1,2
1804,1,3,0,0,128344,0,61.26,37,1,5,1,1
1805,0,1,1,1,57366,1,52.66,31,3,1,1,1
1806,0,2,0,0,80841,1,49.81,39,1,2,2,2
1807,1,3,0,0,107832,1,51.54,35,1,4,1,1
1808,1,1,1,2,27825,0,46.79,75,3,3,2,1
1809,0,1,0,0,77712,0,49.49,29,2,2,1,1
1810,0,0,1,2,31764,1,48.8,38,2,3,2,1
1811,1,0,0,0,53506,0,60.47,53,5,1,1,2
1812,1,1,0,2,35333,0,45.96,56,5,3,2,1
1813,1,0,1,1,87063,1,54.59,58,1,2,1,2
1814,1,2,0,2,106672,0,59.99,44,4,4,1,1
1815,0,0,0,0,27017,0,48.09,32,5,3,1,2
1816,0,0,0,0,61608,0,51.05,35,1,1,1,2
1817,1,2,1,1,59897,1,50.04,66,4,1,1,2
1818,1,2,0,0,110548,1,51.75,34,1,4,2,1
1819,1,1,1,2,58521,0,50.26,64,4,1,1,1
1820,1,3,1,2,87719,1,51.95,35,2,2,1,1
1821,0,3,0,0,81233,0,50.55,24,1,2,1,1
1822,1,2,2,2,79396,1,53.9,57,1,2,1,1
1823,1,1,0,0,79740,0,51.13,46,3,2,2,2
1824,1,2,1,2,105444,1,57.76,45,1,4,1,1
1825,0,2,0,0,52239,0,47.59,30,3,1,2,2
1826,0,1,0,0,61678,0,48.2,28,3,1,2,2
1827,1,2,1,2,54613,1,50.73,49,5,1,2,1
1828,1,2,1,1,82079,1,57.96,44,1,2,1,1
1829,1,0,0,2,58124,1,52.93,52,2,1,1,1
1830,1,1,0,1,52710,0,48.7,44,2,1,2,1
1831,1,2,1,2,103354,1,53.37,35,2,4,2,1
1832,1,1,0,0,132717,0,57.04,37,4,5,1,2
1833,1,1,0,1,83743,1,51.63,40,1,2,1,1
1834,0,0,0,0,34499,1,49.15,35,1,3,2,2
1835,1,2,1,1,79361,1,57.53,39,1,2,1,1
1836,0,1,0,0,32251,0,49.05,24,3,3,1,2
1837,1,1,0,1,53458,0,49.69,61,1,1,2,2
1838,0,0,0,0,29144,0,47.17,28,3,3,2,2
1839,0,1,0,0,26501,0,48.88,31,5,3,1,2
1840,1,2,0,2,83240,0,50.81,46,2,2,2,1
1841,0,2,0,0,55380,1,52.38,42,4,1,1,2
1842,0,2,0,0,57127,1,48.62,27,2,1,1,2
1843,1,1,0,2,61549,0,48.22,42,2,1,2,1
1844,1,2,1,2,135661,1,64.46,38,1,5,1,1
1845,1,0,0,1,111775,0,51.5,36,1,4,1,1
1846,1,2,0,0,138463,1,54.68,31,4,5,1,2
1847,1,2,0,0,86067,1,60.07,45,1,2,1,2
1848,1,1,0,0,86108,1,54.15,42,2,2,1,2
1849,1,1,1,2,82907,1,61.54,42,1,2,1,1
1850,1,1,1,2,82981,0,50.21,52,2,2,1,1
1851,1,2,0,2,81407,1,50.48,31,1,2,1,1
1852,1,3,0,0,111611,0,51.47,32,4,4,2,1
1853,0,0,0,0,54755,1,47.75,31,1,1,1,2
1854,0,2,0,0,59775,0,60.34,38,1,1,1,2
1855,1,1,0,0,87527,0,54.64,49,2,2,1,2
1856,1,0,0,3,28969,0,46.29,70,2,3,2,1
1857,1,1,0,0,135078,0,53.2,44,4,5,2,2
1858,1,1,0,2,52883,0,48.43,58,3,1,1,1
1859,1,0,0,0,80676,0,49.61,41,2,2,2,2
1860,1,2,0,0,107007,1,51.82,26,2,4,2,1
1861,1,3,1,1,76506,1,51.43,31,3,2,2,1
1862,1,2,0,0,109498,1,53.29,38,2,4,1,2
1863,1,1,0,2,57904,0,50.18,45,4,1,1,1
1864,1,2,0,2,112940,0,51.53,64,2,4,2,1
1865,1,1,0,0,55844,0,49.89,53,2,1,2,2
1866,1,0,0,2,51038,1,48.13,56,3,1,2,1
1867,1,1,1,2,31336,1,48.1,43,1,3,2,1
1868,1,1,1,2,110797,1,55.69,35,1,4,1,1
1869,1,1,1,2,82377,1,49.28,31,1,2,2,1
1870,1,1,1,2,84756,0,51.92,43,2,2,2,1
1871,0,1,0,0,56542,0,49.56,23,2,1,1,2
1872,1,0,0,0,79486,1,55.48,53,2,2,1,2
1873,0,3,0,0,84555,1,51.69,38,1,2,1,2
1874,1,0,1,2,53138,1,48.24,60,1,1,1,1
1875,0,3,0,0,106104,1,54.52,36,1,4,1,2
1876,1,2,1,2,79678,1,51.46,42,4,2,2,1
1877,1,0,0,2,61343,1,49.16,81,2,1,1,1
1878,1,1,1,1,79499,0,51.43,57,2,2,2,2
1879,1,3,0,0,134326,0,55.62,44,1,5,1,1
1880,1,1,0,2,52303,1,48.17,55,3,1,2,1
1881,1,2,2,2,79638,1,52.63,59,1,2,2,1
1882,1,1,2,2,56709,1,51.33,46,3,1,2,1
1883,1,2,0,0,136197,1,53.7,41,1,5,1,1
1884,0,1,0,1,55406,1,48.36,36,1,1,2,1
1885,1,1,0,1,62497,0,52.8,60,1,1,1,2
1886,1,2,0,0,135637,0,51.44,33,4,5,2,2
1887,1,3,0,2,85820,1,49.63,41,2,2,2,1
1888,1,2,0,0,107987,1,51.87,33,4,4,1,1
1889,1,2,1,2,106207,1,60.82,53,2,4,1,1
1890,1,2,0,0,54420,0,54.28,53,2,1,1,2
1891,1,0,1,2,36072,1,55.14,43,3,3,1,1
1892,1,1,0,0,57175,0,52.46,55,3,1,2,2
1893,1,1,0,2,60772,0,54.28,50,5,1,1,1
1894,0,0,0,0,108859,1,52.78,30,2,4,1,2
1895,0,0,0,0,80940,0,52.9,27,3,2,1,2
1896,1,1,0,2,52208,0,56.34,49,5,1,1,1
1897,0,0,0,0,83277,0,53.02,32,2,2,2,2
1898,1,1,1,1,26107,0,47.36,42,4,3,2,1
1899,0,3,0,0,83178,0,50.14,38,4,2,2,2
1900,1,2,0,2,57211,0,57.88,47,2,1,1,1
1901,1,1,0,2,56811,1,48.82,52,3,1,1,1
1902,0,1,0,0,79013,0,51.63,34,4,2,2,2
1903,0,2,0,0,59162,0,48.53,36,1,1,2,2
1904,0,0,0,0,79531,1,50.99,26,2,2,2,2
1905,1,0,1,2,76369,1,54.3,57,1,2,2,1
1906,1,1,0,2,83522,0,49.96,57,1,2,1,1
1907,0,1,0,0,61166,0,50.16,31,3,1,1,2
1908,1,1,0,0,59814,0,59.38,47,5,1,1,2
1909,1,0,1,2,29851,0,45.4,52,2,3,2,1
1910,1,3,0,0,87457,1,52.33,42,1,2,2,2
1911,0,0,0,0,27977,0,44.98,29,2,3,1,2
1912,0,1,0,0,51593,0,48.15,33,2,1,2,2
1913,0,1,0,0,53317,0,49.98,29,3,1,1,2
1914,0,0,0,0,56768,1,55.76,39,1,1,1,2
1915,1,1,1,2,50876,1,47.58,51,2,1,2,1
1916,1,1,1,2,26440,0,44.77,59,1,3,1,1
1917,0,1,0,0,32936,0,46.25,49,3,3,2,2
1918,1,0,0,1,52683,1,48.12,36,3,1,1,1
1919,1,1,0,0,81344,0,52.55,52,3,2,2,2
1920,1,2,1,1,138810,1,55.16,61,1,5,1,2
1921,1,1,1,1,57620,0,49.68,58,5,1,2,2
1922,1,1,0,0,60042,0,51.65,48,5,1,2,2
1923,1,0,1,2,28079,0,49.8,72,3,3,1,1
1924,0,1,0,0,88050,0,54.44,35,4,2,1,2
1925,0,1,0,0,51936,0,48.95,24,5,1,2,2
1926,0,0,0,0,78533,1,58.43,38,2,2,1,2
1927,0,2,0,0,80991,0,61.0,40,2,2,1,2
1928,1,1,1,2,77590,1,52.38,53,2,2,2,1
1929,0,1,0,0,56233,0,48.37,39,2,1,2,2
1930,1,2,1,1,102013,1,55.08,50,2,4,2,1
1931,0,0,0,0,36783,0,50.61,24,5,3,1,2
1932,1,1,0,2,77183,1,50.5,41,2,2,2,1
1933,0,2,0,0,112042,1,55.6,36,1,4,2,2
1934,1,3,0,2,128843,1,52.51,56,1,5,2,1
1935,1,0,0,0,128353,1,51.89,37,4,5,2,2
1936,1,2,0,2,80781,0,50.03,61,4,2,2,1
1937,1,1,1,1,36083,1,51.18,43,4,3,1,1
1938,1,1,0,0,32440,0,59.12,54,3,3,1,2
1939,1,0,2,2,78436,1,54.38,43,1,2,1,1
1940,0,1,0,0,57163,0,48.87,36,1,1,1,2
1941,0,0,0,0,36914,1,49.95,25,3,3,1,2
1942,0,3,0,0,82213,1,50.43,26,2,2,2,2
1943,1,2,1,2,135273,1,53.68,38,1,5,1,1
1944,1,2,0,0,128969,1,51.42,36,1,5,1,1
1945,1,1,1,2,59327,1,55.2,46,5,1,1,1
1946,0,1,0,0,77718,0,54.19,38,1,2,1,2
1947,1,2,1,2,79912,1,50.76,31,3,2,1,1
1948,1,2,0,0,111983,1,61.07,44,4,4,1,2
1949,0,0,0,0,51141,1,52.39,28,1,1,2,2
1950,1,3,0,0,112908,1,57.26,47,2,4,1,2
1951,1,3,0,2,110584,0,50.97,57,1,4,2,1
1952,0,1,0,0,52233,0,48.99,29,2,1,2,2
1953,1,1,0,0,60451,0,49.44,54,3,1,2,2
1954,1,1,0,2,53772,1,50.67,39,1,1,1,1
1955,0,0,0,0,78480,0,51.28,36,1,2,2,2
1956,1,1,1,2,55399,1,59.06,50,5,1,1,1
1957,1,2,0,2,60374,1,48.7,54,3,1,2,1
1958,0,2,0,0,135925,1,52.19,30,4,5,1,2
1959,0,0,0,1,56587,1,47.61,34,4,1,1,1
1960,1,1,0,2,30548,0,45.54,61,4,3,1,1
1961,1,1,2,2,78133,1,52.38,57,1,2,1,1
1962,1,1,0,1,78390,0,49.97,58,1,2,2,2
1963,1,1,1,2,58873,1,57.38,42,2,1,1,1
1964,1,3,2,2,82318,1,54.45,47,2,2,1,1
1965,0,2,0,0,52594,1,48.15,29,1,1,1,1
1966,0,0,0,0,84008,1,51.32,29,3,2,2,2
1967,0,0,0,0,59666,1,48.32,33,3,1,1,2
1968,1,2,0,0,135293,0,52.65,34,4,5,2,1
1969,0,1,0,0,58363,0,50.13,45,3,1,2,2
1970,1,2,1,2,59906,1,50.56,51,3,1,2,1
1971,0,1,0,1,37374,0,47.36,34,4,3,1,1
1972,1,1,1,1,108663,0,53.28,58,2,4,2,2
1973,1,1,1,1,102861,1,55.08,32,2,4,1,1
1974,0,1,0,1,27204,0,44.88,31,5,3,2,1
1975,0,0,0,0,26502,0,48.4,45,2,3,2,2
1976,1,1,0,0,59860,0,53.04,53,2,1,2,2
1977,1,3,1,1,134683,1,53.61,61,4,5,2,2
1978,0,1,0,0,78943,0,53.43,27,3,2,2,2
1979,1,2,0,0,85876,0,54.39,53,2,2,2,2
1980,0,2,0,0,84265,1,49.6,38,1,2,1,2
1981,0,1,0,0,52084,0,51.63,34,2,1,2,2
1982,1,1,0,2,83334,0,50.14,49,2,2,2,1
1983,1,2,0,2,106195,1,59.69,45,4,4,1,1
1984,0,2,0,0,77233,1,49.83,40,3,2,2,2
1985,1,1,1,1,34792,0,49.13,56,3,3,2,2
1986,1,1,1,2,35748,1,47.41,43,2,3,2,1
1987,1,1,1,2,56531,1,49.66,36,1,1,2,1
1988,1,3,1,2,78141,1,51.26,41,1,2,2,1
1989,0,0,0,0,85919,0,52.63,28,3,2,2,2
1990,1,1,2,2,60701,1,53.12,52,3,1,2,1
1991,0,1,0,0,61141,1,52.33,26,3,1,1,2
1992,1,2,0,2,51697,0,48.51,43,3,1,2,1
1993,1,1,0,0,54097,0,52.35,48,3,1,2,2
1994,1,2,0,0,104787,1,50.51,34,1,4,1,1
1995,1,1,0,0,80793,0,51.11,45,1,2,2,2
1996,1,1,2,2,108740,1,60.93,41,4,4,1,1
1997,1,1,0,1,81399,1,49.7,42,1,2,2,1
1998,1,3,1,1,102693,1,52.71,44,2,4,2,1
1999,1,0,0,0,82715,1,53.22,45,1,2,2,2
2000,0,1,0,0,60179,0,48.04,29,3,1,1,1
2001,1,1,2,2,78038,1,51.57,42,2,2,2,1
2002,1,2,1,2,79371,1,50.83,53,2,2,2,1
2003,0,1,0,0,53655,0,52.11,34,4,1,1,2
2004,1,1,1,2,77097,1,53.88,43,2,2,1,1
2005,1,2,0,0,108088,1,53.41,40,1,4,1,1
2006,1,1,0,2,51833,1,48.93,50,1,1,1,1
2007,0,1,1,1,33152,1,53.69,40,1,3,1,1
2008,1,0,1,2,35743,1,55.21,43,2,3,1,1
2009,1,1,1,1,55278,0,49.55,84,1,1,2,2
2010,0,2,0,0,55616,1,57.8,44,4,1,1,2
2011,1,3,2,3,81478,1,50.97,59,4,2,1,1
2012,1,1,0,2,81960,1,49.72,44,1,2,2,1
2013,1,3,0,2,77780,0,58.55,48,3,2,1,1
2014,1,1,1,2,77417,1,55.31,40,1,2,1,1
2015,0,1,0,1,59886,0,48.66,31,1,1,1,1
2016,1,2,2,2,54751,1,47.84,42,2,1,2,1
2017,0,0,0,0,52185,0,50.49,27,2,1,1,2
2018,0,2,1,1,60075,1,50.53,35,1,1,1,1
2019,0,1,0,0,77515,0,57.0,39,1,2,1,2
2020,0,1,0,0,77243,1,50.35,24,3,2,1,1
2021,1,0,1,2,51034,1,51.55,52,2,1,2,1
2022,0,1,0,0,55236,1,57.98,41,1,1,1,2
2023,1,0,0,1,33339,0,46.73,42,2,3,2,1
2024,0,0,0,0,81506,0,51.03,33,2,2,1,2
2025,1,2,0,0,109671,1,54.0,43,2,4,2,2
2026,1,1,1,2,52599,1,51.55,51,5,1,1,1
2027,1,3,0,0,112882,0,52.77,40,2,4,2,2
2028,0,1,0,0,51764,0,52.95,40,2,1,1,2
2029,0,0,0,0,34095,1,48.21,38,1,3,2,2
2030,0,1,0,0,53594,0,52.38,29,5,1,2,2
2031,1,1,0,2,31643,0,48.2,53,5,3,1,1
2032,1,3,0,0,112632,0,51.64,46,4,4,2,2
2033,1,0,0,0,84715,0,53.66,47,3,2,2,2
2034,1,3,1,2,105397,1,55.25,31,1,4,2,1
2035,1,0,0,0,35790,0,48.7,55,5,3,1,2
2036,1,2,0,2,81018,1,49.64,34,1,2,1,1
2037,1,1,0,2,26441,0,45.59,70,2,3,2,1
2038,1,1,0,2,58680,0,56.92,37,5,1,1,1
2039,1,1,0,2,79000,1,49.75,37,1,2,2,1
2040,1,2,0,0,106451,1,51.11,36,1,4,2,1
2041,1,1,0,2,53500,1,56.51,49,2,1,1,1
2042,1,1,0,2,103403,0,51.24,64,1,4,1,1
2043,0,2,0,0,59799,0,48.68,28,1,1,2,1
2044,0,0,0,0,53472,1,48.73,27,5,1,2,1
2045,0,1,0,0,59997,0,48.85,33,1,1,1,2
2046,0,0,0,0,34512,1,47.41,36,1,3,1,2
2047,0,2,0,0,102117,0,54.46,28,1,4,2,2
2048,1,1,0,1,83530,0,50.32,34,3,2,1,1
2049,0,1,0,0,28895,0,45.29,28,5,3,1,2
2050,0,0,0,0,56568,1,48.63,30,1,1,2,1
2051,1,1,0,2,55538,0,56.63,48,3,1,1,1
2052,1,0,0,2,104450,1,51.41,36,1,4,2,1
2053,0,2,0,0,56900,1,58.2,39,1,1,1,2
2054,1,1,0,2,57604,0,50.03,40,4,1,1,1
2055,1,2,1,1,56620,1,51.95,42,1,1,2,1
2056,1,2,0,0,107728,0,52.97,45,1,4,2,2
2057,1,1,0,0,85661,0,54.5,48,3,2,2,2
2058,0,1,1,1,59144,1,52.17,35,1,1,2,1
2059,1,3,0,0,138170,1,60.53,37,4,5,1,2
